MAG_id,Food fermentation,Species_id,Genome size (bp),Completeness (%),Contamination (%),Quality assessment,Domain,Phylum,Class,Order,Family,Genus,Species
MAG_510,Chinese liquor,Species_55,2085468,53.09 ,1.72 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Companilactobacillus,s__Companilactobacillus paralimentarius
MAG_511,Chinese liquor,Species_31,2332683,91.82 ,4.64 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus parafarraginis
MAG_512,Chinese liquor,Species_57,2890537,76.58 ,1.88 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus licheniformis
MAG_513,Chinese liquor,Species_40,1055258,70.97 ,1.43 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Levilactobacillus,s__Levilactobacillus brevis
MAG_514,Chinese liquor,Species_42,1378685,74.59 ,1.38 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Paucilactobacillus,s__Paucilactobacillus vaccinostercus
MAG_515,Chinese liquor,Species_29,2255200,70.87 ,5.17 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus sunkii
MAG_516,Chinese liquor,Species_284,2418130,90.57 ,4.03 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__Lacticaseibacillus paracasei
MAG_517,Chinese liquor,Species_44,2474787,68.97 ,7.52 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactiplantibacillus,s__Lactiplantibacillus plantarum
MAG_518,Chinese liquor,Species_55,1649003,60.34 ,1.72 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Companilactobacillus,s__Companilactobacillus paralimentarius
MAG_519,Chinese liquor,Species_283,1710734,66.49 ,4.89 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__unknown77
MAG_520,Chinese liquor,Species_175,2860831,62.07 ,3.45 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Yersinia,s__Yersinia enterocolitica
MAG_521,Chinese liquor,Species_47,1557551,89.83 ,1.94 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__Pediococcus pentosaceus
MAG_522,Chinese liquor,Species_279,2032300,90.31 ,2.45 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Loigolactobacillus,s__Loigolactobacillus coryniformis
MAG_523,Chinese liquor,Species_29,1709147,67.24 ,6.44 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus sunkii
MAG_524,Chinese liquor,Species_32,2339774,84.29 ,5.33 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus rapi
MAG_525,Chinese liquor,Species_31,2501316,86.16 ,9.39 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus parafarraginis
MAG_526,Chinese liquor,Species_235,2349716,67.55 ,5.17 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus gallinarum
MAG_527,Chinese liquor,Species_33,1305373,93.13 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus hilgardii
MAG_528,Chinese liquor,Species_281,2127072,95.50 ,2.75 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__Lacticaseibacillus pantheris
MAG_529,Chinese liquor,Species_91,3286820,99.09 ,0.91 ,High,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,s__Paracoccus tibetensis
MAG_530,Chinese liquor,Species_22,1533031,88.16 ,2.04 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Latilactobacillus,s__Latilactobacillus curvatus
MAG_531,Chinese liquor,Species_51,1052273,63.79 ,1.72 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__Pediococcus cellicola
MAG_532,Chinese liquor,Species_28,1910339,90.39 ,3.42 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus parabuchneri
MAG_533,Chinese liquor,Species_49,1119522,78.64 ,1.01 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__Pediococcus parvulus
MAG_534,Chinese liquor,Species_40,1935449,86.83 ,6.52 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Levilactobacillus,s__Levilactobacillus brevis
MAG_535,Chinese liquor,Species_25,1136617,68.10 ,8.54 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus diolivorans
MAG_536,Chinese liquor,Species_54,2405231,55.89 ,3.40 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Companilactobacillus,s__Companilactobacillus crustorum
MAG_537,Chinese liquor,Species_28,2607809,80.35 ,9.03 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus parabuchneri
MAG_538,Chinese liquor,Species_38,2747613,78.81 ,4.56 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Levilactobacillus,s__unknown71
MAG_539,Chinese liquor,Species_233,2579309,84.92 ,3.36 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Thermoactinomycetales,f__Thermoactinomycetaceae,g__Kroppenstedtia,s__Kroppenstedtia eburnea
MAG_540,Chinese liquor,Species_293,1521398,80.21 ,2.72 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__26KH-42,s__unknown79
MAG_541,Chinese liquor,Species_222,1139670,92.50 ,0.63 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Fructilactobacillus,s__Fructilactobacillus sanfranciscensis
MAG_542,Chinese liquor,Species_93,4556770,99.42 ,1.96 ,High,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Ochrobactrum,s__Ochrobactrum anthropi
MAG_543,Chinese liquor,Species_55,2266518,91.66 ,3.33 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Companilactobacillus,s__Companilactobacillus paralimentarius
MAG_544,Chinese liquor,Species_10,1344691,72.44 ,2.28 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella cibaria
MAG_545,Chinese liquor,Species_54,2805921,89.99 ,6.48 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Companilactobacillus,s__Companilactobacillus crustorum
MAG_546,Chinese liquor,Species_221,3257660,100.00 ,5.71 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Thermoactinomycetales,f__Thermoactinomycetaceae,g__Kroppenstedtia,s__unknown69
MAG_547,Chinese liquor,Species_86,3563996,93.09 ,4.01 ,High,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__PMMR1,s__unknown67
MAG_548,Chinese liquor,Species_53,2561369,84.96 ,6.26 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Companilactobacillus,s__Companilactobacillus mindensis
MAG_549,Chinese liquor,Species_83,4281405,99.82 ,0.77 ,High,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__unknown66
MAG_550,Chinese liquor,Species_54,2804139,93.11 ,3.05 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Companilactobacillus,s__Companilactobacillus crustorum
MAG_551,Chinese liquor,Species_16,1431579,57.69 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc pseudomesenteroides_A
MAG_552,Chinese liquor,Species_39,2975108,78.79 ,8.58 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Levilactobacillus,s__Levilactobacillus hammesii
MAG_553,Cheese ,Species_155,1895093,94.43 ,3.20 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_G,s__Enterococcus_G italicus
MAG_554,Cheese ,Species_166,2188059,93.35 ,1.87 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_B,s__Enterococcus_B faecium
MAG_555,Cheese ,Species_138,2133749,82.89 ,2.59 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Rothia,s__Rothia kristinae
MAG_556,Cheese ,Species_128,3206830,100.00 ,1.32 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Acidipropionibacterium,s__Acidipropionibacterium acidipropionici
MAG_557,Cheese ,Species_294,1658001,85.81 ,2.47 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__Aerococcus urinaeequi
MAG_558,Cheese ,Species_122,2820496,96.66 ,1.69 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus faecalis
MAG_559,Cheese ,Species_40,2019068,93.23 ,0.36 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Levilactobacillus,s__Levilactobacillus brevis
MAG_560,Cheese ,Species_20,1612467,92.15 ,2.01 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Ligilactobacillus,s__Ligilactobacillus acidipiscis
MAG_561,Cheese ,Species_210,1373701,86.60 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Bavariicoccus,s__Bavariicoccus seileri
MAG_562,Cheese ,Species_152,2666309,82.54 ,0.19 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium linens
MAG_563,Cheese ,Species_115,1949766,87.92 ,1.02 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium crudilactis
MAG_564,Cheese ,Species_129,1744343,81.81 ,1.08 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Ancrocorticia,s__Ancrocorticia populi
MAG_565,Cheese ,Species_44,1724560,74.43 ,5.71 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactiplantibacillus,s__Lactiplantibacillus plantarum
MAG_566,Cheese ,Species_43,3068487,72.55 ,6.03 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactiplantibacillus,s__Lactiplantibacillus paraplantarum
MAG_567,Kimchi,Species_14,944720,54.96 ,0.13 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc mesenteroides
MAG_568,Kimchi,Species_12,1364476,79.33 ,6.57 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella koreensis
MAG_569,Kimchi,Species_21,1183025,55.46 ,1.72 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Latilactobacillus,s__Latilactobacillus sakei
MAG_570,Kimchi,Species_15,1518796,68.63 ,5.10 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc gelidum
MAG_571,Kimchi,Species_12,981681,66.21 ,2.04 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella koreensis
MAG_572,Kimchi,Species_21,890422,54.31 ,3.45 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Latilactobacillus,s__Latilactobacillus sakei
MAG_573,Chilli paste,Species_56,1403008,81.50 ,0.79 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Companilactobacillus,s__Companilactobacillus alimentarius
MAG_574,Chilli paste,Species_44,2285240,61.39 ,1.34 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactiplantibacillus,s__Lactiplantibacillus plantarum
MAG_575,Chilli paste,Species_40,2315695,95.13 ,0.64 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Levilactobacillus,s__Levilactobacillus brevis
MAG_576,Chilli paste,Species_170,4898402,97.62 ,5.32 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter himalayensis
MAG_577,Chilli paste,Species_20,2563367,72.72 ,3.93 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Ligilactobacillus,s__Ligilactobacillus acidipiscis
MAG_578,Chilli paste,Species_41,2266329,94.31 ,3.51 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Levilactobacillus,s__Levilactobacillus suantsaii
MAG_579,Chilli paste,Species_172,4433834,78.54 ,8.62 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Leclercia,s__Leclercia sp000755535
MAG_580,Chilli paste,Species_169,5266593,99.03 ,2.89 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter freundii
MAG_581,Koumiss,Species_122,2541543,65.50 ,1.72 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus faecalis
MAG_582,Koumiss,Species_133,2514274,55.17 ,1.72 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_D,s__Enterococcus_D casseliflavus
MAG_583,Koumiss,Species_155,1949686,89.96 ,2.32 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_G,s__Enterococcus_G italicus
MAG_584,Koumiss,Species_57,3820885,95.97 ,0.88 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus licheniformis
MAG_585,Koumiss,Species_277,2342845,72.41 ,5.17 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_586,Koumiss,Species_139,2676614,97.70 ,0.66 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Kocuria,s__Kocuria salsicia
MAG_587,Koumiss,Species_26,2383770,99.06 ,1.99 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus kefiri
MAG_588,Bean paste,Species_226,2895999,66.38 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Vagococcaceae,g__Vagococcus,s__Vagococcus fluvialis
MAG_589,Bean paste,Species_35,1945943,63.21 ,2.63 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Atopostipes,s__unknown156
MAG_590,Bean paste,Species_224,1063947,50.23 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Vagococcaceae,g__Vagococcus,s__unknown160
MAG_591,Bean paste,Species_224,1064230,57.10 ,8.85 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Vagococcaceae,g__Vagococcus,s__unknown159
MAG_592,Bean paste,Species_88,3599997,96.68 ,0.81 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus subtilis
MAG_593,Bean paste,Species_237,2898324,96.89 ,2.21 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus_A,s__Staphylococcus_A lentus
MAG_594,Bean paste,Species_236,2589850,94.48 ,2.39 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus_A,s__Staphylococcus_A sciuri
MAG_595,Bean paste,Species_224,2582832,90.63 ,1.93 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Vagococcaceae,g__Vagococcus,s__unknown152
MAG_596,Bean paste,Species_226,2403481,53.76 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Vagococcaceae,g__Vagococcus,s__Vagococcus fluvialis
MAG_597,Bean paste,Species_24,1198366,55.98 ,7.76 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_I,s__Enterococcus_I aquimarinus
MAG_598,Bean paste,Species_122,2770992,99.55 ,0.60 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus faecalis
MAG_599,Bean paste,Species_235,2776312,98.95 ,1.93 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus gallinarum
MAG_600,Bean paste,Species_236,1732920,76.22 ,1.29 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus_A,s__Staphylococcus_A sciuri
MAG_601,Bean paste,Species_236,1835443,80.81 ,4.60 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus_A,s__Staphylococcus_A sciuri
MAG_602,Bean paste,Species_226,2111242,82.35 ,3.50 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Vagococcaceae,g__Vagococcus,s__Vagococcus fluvialis
MAG_603,Bean paste,Species_226,2663885,95.20 ,0.92 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Vagococcaceae,g__Vagococcus,s__Vagococcus fluvialis
MAG_604,Bean paste,Species_224,2454101,87.90 ,7.80 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Vagococcaceae,g__Vagococcus,s__unknown154
MAG_605,Bean paste,Species_224,2740777,93.07 ,3.87 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Vagococcaceae,g__Vagococcus,s__unknown150
MAG_606,Bean paste,Species_247,2569775,98.28 ,4.21 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Salinicoccaceae,g__Jeotgalicoccus,s__Jeotgalicoccus nanhaiensis
MAG_607,Bean paste,Species_225,3996566,50.86 ,9.48 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Vagococcaceae,g__Vagococcus,s__unknown144
MAG_608,Bean paste,Species_244,3069597,95.54 ,1.67 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Caldibacillaceae,g__Bacillus_J,s__Bacillus_J thermoamylovorans
MAG_609,Bean paste,Species_226,3424001,69.31 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Vagococcaceae,g__Vagococcus,s__Vagococcus fluvialis
MAG_610,Bean paste,Species_177,3212400,97.14 ,8.07 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_B,s__Enterococcus_B faecium_B
MAG_611,Bean paste,Species_225,3487912,75.67 ,7.45 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Vagococcaceae,g__Vagococcus,s__unknown146
MAG_612,Bean paste,Species_24,1873534,72.93 ,2.15 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_I,s__Enterococcus_I aquimarinus
MAG_613,Bean paste,Species_133,1518247,53.14 ,2.94 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_D,s__Enterococcus_D casseliflavus
MAG_614,Bean paste,Species_159,2255493,60.90 ,0.61 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Glutamicibacter,s__unknown155
MAG_615,Bean paste,Species_99,2762795,63.08 ,0.16 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus velezensis
MAG_616,Sourdough,Species_22,2248259,94.00 ,3.43 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Latilactobacillus,s__Latilactobacillus curvatus
MAG_617,Sourdough,Species_133,4066036,55.60 ,7.30 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_D,s__Enterococcus_D casseliflavus
MAG_618,Cheese ,Species_170,4418055,98.27 ,1.18 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter himalayensis
MAG_619,Cheese ,Species_149,3941753,98.55 ,0.58 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium sp900169365
MAG_620,Cheese ,Species_178,3286708,99.42 ,1.26 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__Psychrobacter sp003530515
MAG_621,Cheese ,Species_148,3517843,96.80 ,0.58 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium aurantiacum
MAG_622,Cheese ,Species_202,2939255,97.58 ,0.51 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__unknown114
MAG_623,Cheese ,Species_198,2539542,87.03 ,4.99 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__unknown124
MAG_624,Cheese ,Species_249,2328928,94.64 ,2.91 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Marinilactibacillus,s__Marinilactibacillus psychrotolerans
MAG_625,Cheese ,Species_131,2910598,98.31 ,0.45 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__unknown115
MAG_626,Cheese ,Species_197,2842680,92.70 ,0.55 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__unknown117
MAG_627,Cheese ,Species_274,2155551,93.51 ,0.94 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis_E
MAG_628,Cheese ,Species_150,4032739,97.09 ,0.29 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__unknown84
MAG_629,Cheese ,Species_100,3220377,96.59 ,1.38 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Luteimonas,s__unknown99
MAG_630,Cheese ,Species_63,3925938,98.58 ,0.00 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Alcaligenes,s__Alcaligenes aquatilis
MAG_631,Cheese ,Species_148,3121237,89.20 ,1.79 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium aurantiacum
MAG_632,Cheese ,Species_195,3419742,93.17 ,0.88 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Pseudoalteromonas,s__unknown94
MAG_633,Cheese ,Species_161,2606786,82.66 ,1.53 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Arthrobacter_H,s__unknown121
MAG_634,Cheese ,Species_143,2489731,99.92 ,0.67 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Agrococcus,s__Agrococcus casei
MAG_635,Cheese ,Species_148,3720003,93.90 ,1.16 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium aurantiacum
MAG_636,Cheese ,Species_120,3930033,87.72 ,2.83 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium sp900163615
