ID	Species	GCA
13213	Actinosynnema pretiosum	GCA_024171695
133106	Actinotalea caeni	GCA_009733795
2385	Actinotalea fermentans	GCA_000767215
133962	Actinotalea ferrariae	GCA_000603945
158625	Actinotalea solisilvae	GCA_016464425
130140	Actinotignum sanguinis	GCA_003957255
145	Actinotignum schaalii	GCA_000429205
146	Actinotignum urinale	GCA_000420445
167585	Actirhodobacter atriluteus	GCA_013370205
131515	Acutalibacter muris	GCA_002201475
170112	Acuticoccus kalidii	GCA_021556395
159835	Acuticoccus kandeliae	GCA_003073115
168416	Acuticoccus mangrovi	GCA_016411865
166457	Acuticoccus sediminis	GCA_003258595
132017	Acuticoccus yangtzensis	GCA_001927245
168438	Adhaeretor mobilis	GCA_007741515
133587	Adhaeribacter aerolatus	GCA_007991635
3764	Adhaeribacter aquaticus	GCA_000473365
167328	Adhaeribacter arboris	GCA_003023845
167327	Adhaeribacter pallidiroseus	GCA_003340495
167395	Adhaeribacter radiodurans	GCA_014075995
167449	Adhaeribacter rhizoryzae	GCA_008629685
158784	Adhaeribacter swui	GCA_014217805
169696	Adlercreutzia agrestimuris	GCA_943193125
169742	Adlercreutzia aquisgranensis	GCA_943193145
22982	Adlercreutzia caecicola	GCA_003725335
3077	Adlercreutzia caecimuris	GCA_000403355
3072	Adlercreutzia equolifaciens subsp. celata	GCA_003428485
3073	Adlercreutzia equolifaciens	GCA_000478885
168410	Adlercreutzia hattorii	GCA_011405655
3076	Adlercreutzia mucosicola	GCA_000422625
169743	Adlercreutzia murintestinalis	GCA_943192905
131531	Adlercreutzia muris	GCA_008831045
159897	Adlercreutzia rubneri	GCA_009755265
132905	Advenella faeciporci	GCA_014652395
385	Advenella incenata	GCA_004217095
383	Advenella kashmirensis	GCA_000219915
169999	Advenella mandrilli	GCA_016595155
384	Advenella mimigardefordensis	GCA_000521505
158165	Aedoeadaptatus acetigenes	GCA_025566985
160122	Aeoliella mucimassa	GCA_007748035
166411	Aequoribacter fuscus	GCA_009910365
139658	Aequorivita antarctica	GCA_900489835
140229	Aequorivita aquimaris	GCA_001573155
5479	Aequorivita capsosiphonis	GCA_000429125
163775	Aequorivita echinoideorum	GCA_018476645
168253	Aequorivita iocasae	GCA_016757735
5476	Aequorivita lipolytica	GCA_007997135
168172	Aequorivita lutea	GCA_009668655
162611	Aequorivita sinensis	GCA_006346335
168696	Aequorivita soesokkakensis	GCA_001641085
139670	Aequorivita sp.	GCA_900489465
5477	Aequorivita sublithincola	GCA_000265385
24014	Aequorivita viscosa	GCA_900106795
139663	Aequorivita vladivostokensis	GCA_000952855
158560	Aeribacillus composti	GCA_007827555
1766	Aeriscardovia aeriphila	GCA_002259595
226	Aerococcus christensenii	GCA_001466745
224	Aerococcus sanguinicola	GCA_001543145
227	Aerococcus suis	GCA_900176325
223	Aerococcus urinae	GCA_001543175
222	Aerococcus urinaeequi	GCA_000425085
225	Aerococcus urinaehominis	GCA_001543245
221	Aerococcus viridans	GCA_000178435
132287	Aeromicrobium camelliae	GCA_003850045
160227	Aeromicrobium chenweiae	GCA_003065605
133328	Aeromicrobium choanae	GCA_900167475
168559	Aeromicrobium endophyticum	GCA_003586285
11055	Aeromicrobium erythreum	GCA_001509405
11056	Nocardioides fastidiosus	GCA_004134885
11064	Aeromicrobium flavum	GCA_007992115
11062	Aeromicrobium ginsengisoli	GCA_004134905
159668	Aeromicrobium lacus	GCA_003426855
11057	Aeromicrobium marinum	GCA_000160775
23162	Aeromicrobium massiliense	GCA_000285435
164462	Aeromicrobium phragmitis	GCA_003674095
167448	Aeromicrobium piscarium	GCA_007421815
131597	Aeromicrobium sp.	GCA_001422765
131598	Aeromicrobium sp.	GCA_001422865
131599	Aeromicrobium sp.	GCA_001423335
131600	Aeromicrobium sp.	GCA_001426485
131601	Aeromicrobium sp.	GCA_001425755
131602	Aeromicrobium sp.	GCA_001428805
131603	Aeromicrobium sp.	GCA_001426755
131604	Aeromicrobium sp.	GCA_001423365
131605	Aeromicrobium sp.	GCA_916858655
169839	Aeromicrobium stalagmiti	GCA_013283745
11063	Aeromicrobium tamlense	GCA_013408555
164590	Aeromicrobium terrae	GCA_008039565
164653	Aeromicrobium yanjiei	GCA_009649075
257	Aeromonas allosaccharophila	GCA_000819685
131439	Aeromonas aquatica	GCA_000764655
23547	Aeromonas australiensis	GCA_000819725
280	Aeromonas bivalvium	GCA_000819765
253	Aeromonas caviae	GCA_000819785
237	Aeromonas caviae	GCA_000820265
269	Aeromonas dhakensis	GCA_000820305
272	Aeromonas dhakensis	GCA_000819705
284	Aeromonas diversa	GCA_000819805
258	Aeromonas encheleia	GCA_000819825
248	Aeromonas enteropelogenes	GCA_000819845
249	Aeromonas enteropelogenes	GCA_000820205
265	Aeromonas eucrenophila	GCA_000819865
131440	Aeromonas finlandensis	GCA_000764645
283	Aeromonas fluvialis	GCA_000819885
241	Aeromonas hydrophila	GCA_000014805
270	Aeromonas hydrophila subsp. ranae	GCA_000820325
246	Aeromonas ichthiosmia	GCA_000820365
254	Aeromonas jandaei	GCA_000819955
131441	Aeromonas lacus	GCA_000764665
132453	Aeromonas lusitana	GCA_002812985
242	Aeromonas media	GCA_000819985
282	Aeromonas piscicola	GCA_000820005
279	Aeromonas popoffii	GCA_000820025
288	Aeromonas rivuli	GCA_000820045
134776	Aeromonas salmonicida	GCA_900445125
278	Aeromonas salmonicida subsp. achromogenes	GCA_006246315
274	Aeromonas salmonicida subsp. masoucida	GCA_000647955
259	Aeromonas salmonicida subsp. pectinolytica	GCA_000447435
275	Aeromonas salmonicida	GCA_000820065
273	Aeromonas salmonicida subsp. smithia	GCA_006246305
286	Aeromonas sanarellii	GCA_000820085
245	Aeromonas schubertii	GCA_000820105
261	Aeromonas simiae	GCA_000820125
276	Aeromonas sobria	GCA_000820145
23545	Aeromonas cavernicola	GCA_002795305
285	Aeromonas taiwanensis	GCA_000699185
263	Aeromonas tecta	GCA_000820185
255	Aeromonas veronii	GCA_000820225
256	Aeromonas veronii	GCA_000820285
146088	Aeromonas veronii	GCA_000820385
166752	Aerophototrophica crusticola	GCA_001939945
4196	Aeropyrum camini	GCA_000591035
4195	Aeropyrum pernix	GCA_000011125
159185	Aerosticca soli	GCA_003967035
437	Aestuariibacter halophilus	GCA_020687825
438	Aestuariibacter salexigens	GCA_000429145
170056	Aestuariicella albida	GCA_018863235
163717	Aestuariicella hydrocarbonica	GCA_011602365
12671	Aestuariimicrobium kwangyangense	GCA_000421525
170067	Aestuariirhabdus haliotis	GCA_023509475
164177	Aestuariirhabdus litorea	GCA_003864255
170143	Chakrabartia godavariana	GCA_003602075
168925	Aestuariispira insulae	GCA_003385955
160775	Aestuariivirga litoralis	GCA_003234965
159594	Aestuariivita boseongensis	GCA_001262635
167386	Afifella aestuarii	GCA_004023665
13874	Afifella marina	GCA_003258905
13876	Afifella pfennigii	GCA_000688515
1782	Afipia birgiae	GCA_000308295
1780	Afipia broomeae	GCA_000314675
1797	Afipia carboxidovorans	GCA_000021365
1777	Afipia clevelandensis	GCA_000336555
1778	Afipia felis	GCA_000314735
1781	Afipia massiliensis	GCA_014203115
1783	Afipia sp.	GCA_000178995
132894	Afipia sp.	GCA_001425835
141009	Agaribacterium haliotis	GCA_002312815
133571	Agaricicola taiwanensis	GCA_014635245
141010	Agarilytica rhodophyticola	GCA_002157225
132992	Agarivorans aestuarii	GCA_019670125
133657	Agarivorans albus	GCA_000414175
22908	Agarivorans gilvus	GCA_001420915
132202	Agarivorans litoreus	GCA_019649015
162023	Agathobacter rectalis	GCA_000020605
5441	Agathobacter rectalis	GCA_000209935
132395	Agathobacter ruminis	GCA_028539255
159089	Agathobaculum ammoniilyticum	GCA_025567315
133155	Agathobaculum desmolans	GCA_000701665
11752	Aggregatibacter actinomycetemcomitans	GCA_000372365
11754	Aggregatibacter actinomycetemcomitans	GCA_000318155
137793	Aggregatibacter actinomycetemcomitans	GCA_900445165
137823	Aggregatibacter actinomycetemcomitans	GCA_023559645
135780	Aggregatibacter aphrophilus	GCA_000226495
141252	Aggregatibacter aphrophilus	GCA_001680765
142307	Aggregatibacter aphrophilus	GCA_003130375
147819	Aggregatibacter aphrophilus	GCA_001680805
157204	Aggregatibacter kilianii	GCA_003130255
11755	Aggregatibacter segnis	GCA_000185305
152406	Aggregatibacter segnis	GCA_003130095
164183	Aggregatilinea lenta	GCA_003569045
2239	Agitococcus lubricus	GCA_003051055
7249	Agreia bicolorata	GCA_000938265
7248	Agreia pratensis	GCA_900177685
132296	Agreia sp.	GCA_001423605
132297	Agreia sp.	GCA_001421485
132298	Agreia sp.	GCA_001422695
132299	Agreia sp.	GCA_001422485
6668	Agrilactobacillus composti	GCA_000583695
164664	Agrilactobacillus yilanensis	GCA_003946725
160172	Agrobacterium bohemicum	GCA_002896715
167302	Agrobacterium cavarae	GCA_004310285
134643	Agrobacterium larrymoorei	GCA_000518585
168418	Agrobacterium leguminum	GCA_015704895
13645	Agrobacterium pusense	GCA_900102105
13580	Agrobacterium radiobacter	GCA_000421945
13581	Agrobacterium tumefaciens	GCA_011684035
13584	Agrobacterium radiobacter	GCA_900455815
137357	Agrobacterium radiobacter	GCA_013318185
13573	Agrobacterium rubi	GCA_000739935
13647	Agrobacterium skierniewicense	GCA_014196515
13532	Agrobacterium sp.	GCA_016906285
13537	Agrobacterium rosae	GCA_002915175
163051	Agrobacterium sp.	GCA_005144495
170129	Agrobacterium vaccinii	GCA_021310995
7253	Agrococcus baldri	GCA_900114805
7259	Agrococcus carbonis	GCA_900104705
7256	Agrococcus casei	GCA_900163565
7258	Agrococcus jejuensis	GCA_900099705
7250	Agrococcus jenensis	GCA_003752465
7255	Agrococcus lahaulensis	GCA_000425105
167199	Agrococcus sediminis	GCA_007923295
24181	Agrococcus terreus	GCA_014645235
7271	Agromyces albus	GCA_004134825
7279	Agromyces allii	GCA_009749385
168078	Agromyces archimandritae	GCA_018024495
7281	Agromyces atrinae	GCA_004134805
7269	Agromyces aurantiacus	GCA_016907355
132611	Agromyces aureus	GCA_001660485
159615	Agromyces badenianii	GCA_003070885
7282	Agromyces bauzanensis	GCA_014645655
132534	Agromyces binzhouensis	GCA_004135055
7267	Agromyces bracchium	GCA_009709675
7261	Agromyces cerinus	GCA_900142065
7283	Agromyces flavus	GCA_004366335
7278	Agromyces fucosus	GCA_004134865
7263	Agromyces fucosus subsp. hippuratus	GCA_013410355
7275	Agromyces humatus	GCA_021228295
167138	Agromyces humi	GCA_009720255
166882	Agromyces intestinalis	GCA_008365295
7276	Agromyces italicus	GCA_000421545
166653	Agromyces kandeliae	GCA_009674665
7274	Agromyces lapidis	GCA_009749405
7266	Agromyces luteolus	GCA_009729855
168011	Agromyces mariniharenae	GCA_008122505
130403	Agromyces marinus	GCA_021442325
7265	Agromyces mediolanus	GCA_014648575
166041	Agromyces mediolanus	GCA_001313565
168515	Agromyces protaetiae	GCA_004135405
7260	Agromyces ramosus	GCA_004216665
7273	Agromyces salentinus	GCA_009749395
132300	Agromyces sp.	GCA_001429165
132301	Agromyces sp.	GCA_001427265
132302	Agromyces sp.	GCA_001421565
7277	Agromyces subbeticus	GCA_000421565
159616	Agromyces tardus	GCA_003710805
7280	Agromyces terreus	GCA_009749465
7270	Agromyces ulmi	GCA_001313305
159867	Ahniella affigens	GCA_003015185
13649	Ahrensia kielensis	GCA_000374465
132966	Ahrensia marina	GCA_001293565
6086	Aidingimonas halophila	GCA_014651655
168494	Aidingimonas lacisalsi	GCA_008079445
132956	Akkermansia glycaniphila	GCA_001683795
17849	Akkermansia muciniphila	GCA_000020225
131145	Akkermansia muciniphila	GCA_001688765
163900	Akkermansia muciniphila	GCA_009731575
14116	Albibacterium bauzanense	GCA_004339765
3028	Albidiferax ferrireducens	GCA_000013605
13650	Albidovulum inexpectatum	GCA_002927635
13844	Albimonas donghaensis	GCA_900106695
133988	Albimonas pacifica	GCA_900113695
133384	Alcaligenes endophyticus	GCA_026344035
141490	Alcaligenes faecalis	GCA_900445215
327	Alcaligenes faecalis	GCA_000739855
337	Alcaligenes faecalis subsp. parafaecalis	GCA_026344135
338	Alcaligenes faecalis subsp. phenolicus	GCA_026344105
163738	Alcaligenes pakistanensis	GCA_014652815
395	Alcanivorax balearicus	GCA_025532145
391	Alcanivorax borkumensis	GCA_000009365
394	Alcanivorax dieselolei	GCA_014644575
133431	Alcanivorax hongdengensis	GCA_000300995
159770	Alcanivorax indicus	GCA_003259185
392	Alcanivorax jadensis	GCA_000756655
133994	Alcanivorax marinus	GCA_025532125
158801	Alcanivorax mobilis	GCA_002864685
140512	Alcanivorax nanhaiticus	GCA_000756665
168928	Alcanivorax pacificus	GCA_000299335
164141	Alcanivorax profundi	GCA_003597125
166812	Alcanivorax profundimaris	GCA_015265435
167219	Alcanivorax sediminis	GCA_009601165
139931	Alcanivorax sp.	GCA_900107995
139933	Alcanivorax sp.	GCA_900182625
11043	Aldersonia kunmingensis	GCA_001646865
167082	Algibacillus agarilyticus	GCA_003286125
133004	Pseudalgibacter alginicilyticus	GCA_001310225
131337	Algibacter amylolyticus	GCA_007559325
140562	Algibacter aquaticus	GCA_001747085
5480	Algibacter lectus	GCA_900112395
162458	Algibacter lectus	GCA_000764835
162471	Algibacter lectus	GCA_000764755
166655	Algibacter marinivivus	GCA_003143755
168176	Algibacter onchidii	GCA_004804355
168555	Algibacter pacificus	GCA_008033385
5743	Algibacter pectinivorans	GCA_900112595
134060	Algibacter lectus	GCA_004368925
12675	Algicola sagamiensis	GCA_000374485
166449	Algihabitans albus	GCA_003572205
167589	Algimonas arctica	GCA_014652695
166905	Algiphilus acroporae	GCA_019891595
18152	Algiphilus aromaticivorans	GCA_000733765
132924	Algisphaera agarilytica	GCA_014207595
161828	Algoriella xinjiangensis	GCA_900115015
167040	Algoriphagus aestuarii	GCA_017051695
133393	Algoriphagus aestuariicola	GCA_017254835
17709	Algoriphagus alkaliphilus	GCA_900103735
17695	Algoriphagus antarcticus	GCA_002150685
17711	Algoriphagus aquaeductus	GCA_003253485
17704	Algoriphagus aquimarinus	GCA_900112005
164479	Algoriphagus aquimaris	GCA_004358035
17702	Algoriphagus boritolerans	GCA_001313265
168180	Algoriphagus boseongensis	GCA_004362805
17705	Algoriphagus chordae	GCA_003254055
17713	Algoriphagus faecimaris	GCA_002150585
167259	Algoriphagus formosus	GCA_002807035
17698	Algoriphagus halophilus	GCA_900129785
17712	Algoriphagus hitonicola	GCA_900113375
133329	Algoriphagus iocasae	GCA_014206875
167490	Algoriphagus kandeliae	GCA_004571135
170941	Algoriphagus lacus	GCA_003583985
167504	Algoriphagus litoralis	GCA_003259255
17707	Algoriphagus locisalis	GCA_900116615
133541	Algoriphagus lutimaris	GCA_017051705
23439	Algoriphagus machipongonensis	GCA_000166275
17700	Algoriphagus mannitolivorans	GCA_000429425
17696	Algoriphagus marincola	GCA_000429405
140525	Algoriphagus marinus	GCA_001936475
167373	Algoriphagus oliviformis	GCA_017254915
17699	Algoriphagus ornithinivorans	GCA_900115305
167629	Algoriphagus pacificus	GCA_017254845
17703	Algoriphagus ratkowskyi	GCA_002150505
133121	Algoriphagus resistens	GCA_001442615
164064	Algoriphagus sanaruensis	GCA_001593605
17708	Algoriphagus terrigena	GCA_000429445
17710	Algoriphagus vanfongensis	GCA_000429465
17706	Algoriphagus yeomjeoni	GCA_003259505
24720	Algoriphagus zhangzhouensis	GCA_004366575
498	Aliagarivorans marinus	GCA_000429485
499	Aliagarivorans taiwanensis	GCA_000429505
170901	Arcobacter vitoriensis	GCA_003316695
2906	Alicycliphilus denitrificans	GCA_000204645
2907	Alicycliphilus denitrificans	GCA_000179015
414	Alicyclobacillus acidiphilus	GCA_001544355
416	Alicyclobacillus acidocaldarius	GCA_000024285
400	Alicyclobacillus acidoterrestris	GCA_000444055
158167	Alicyclobacillus cellulosilyticus	GCA_014647315
429	Alicyclobacillus contaminans	GCA_000429525
404	Alicyclobacillus cycloheptanicus	GCA_028751525
435	Alicyclobacillus ferrooxydans	GCA_001399675
160161	Alicyclobacillus fructus	GCA_017329605
413	Alicyclobacillus herbarius	GCA_000430585
411	Alicyclobacillus hesperidum	GCA_900107035
431	Alicyclobacillus kakegawensis	GCA_001552655
432	Alicyclobacillus macrosporangiidus	GCA_900116805
168471	Alicyclobacillus mengziensis	GCA_017298635
158721	Alicyclobacillus montanus	GCA_900142255
424	Alicyclobacillus pomorum	GCA_000472905
428	Alicyclobacillus sacchari	GCA_004366795
427	Alicyclobacillus sendaiensis	GCA_001552675
433	Alicyclobacillus shizuokensis	GCA_001552255
160683	Alicyclobacillus suci	GCA_017329615
425	Alicyclobacillus vulcanalis	GCA_900156755
166399	Alienimonas californiensis	GCA_007743815
167924	Alienimonas chondri	GCA_013036045
158477	Aliibacillus thermotolerans	GCA_027853235
166424	Aliidiomarina celeris	GCA_003316875
166852	Aliidiomarina halalkaliphila	GCA_007096385
131329	Aliidiomarina haloalkalitolerans	GCA_003987315
168373	Aliidiomarina indica	GCA_015354615
140844	Aliidiomarina iranensis	GCA_003987135
6238	Aliidiomarina maris	GCA_003987335
162016	Aliidiomarina minuta	GCA_003987145
168872	Aliidiomarina sanyensis	GCA_003987175
140532	Aliidiomarina sedimenti	GCA_003986955
162104	Aliidiomarina shirensis	GCA_003987345
133375	Aliidiomarina soli	GCA_003986975
133686	Aliidiomarina taiwanensis	GCA_003987015
133344	Aliidongia dinghuensis	GCA_014643535
140832	Fodinibius halophilus	GCA_011059105
24787	Fodinibius roseus	GCA_900129315
166301	Aliifodinibius salipaludis	GCA_002287075
167731	Fodinibius saliphilus	GCA_005869845
24788	Fodinibius sediminis	GCA_900182555
133419	Aliiglaciecola lipolytica	GCA_000314975
11899	Aliihoeflea aestuarii	GCA_024105665
139750	Aliihoeflea sp.	GCA_000497755
167205	Aliikangiella coralliicola	GCA_007004725
167529	Aliikangiella marina	GCA_007004765
13769	Aliiroseovarius crassostreae	GCA_001307765
24498	Aliiroseovarius halocynthiae	GCA_007004645
167643	Aliiroseovarius marinus	GCA_004360145
167950	Aliiroseovarius pelagivivens	GCA_900302485
130625	Aliiroseovarius sediminilitoris	GCA_900109955
166218	Aliishimia ponticola	GCA_004803475
17254	Aliivibrio finisterrensis	GCA_008933155
17248	Aliivibrio fischeri	GCA_001312625
17255	Aliivibrio sifiae	GCA_002954715
441	Alishewanella aestuarii	GCA_000280055
443	Alishewanella agri	GCA_000272005
442	Alishewanella jeotgali	GCA_000245735
22907	Alishewanella tabrizica	GCA_014652375
159608	Alistipes communis	GCA_006542665
164356	Alistipes communis	GCA_000311925
164389	Alistipes communis	GCA_006542745
159607	Alistipes dispar	GCA_006542685
14030	Alistipes finegoldii	GCA_000265365
131498	Alistipes ihumii	GCA_000321205
14033	Alistipes indistinctus	GCA_000231275
164725	Alistipes indistinctus	GCA_014163495
140125	Alistipes inops	GCA_000786575
169415	Alistipes muris	GCA_943193205
14031	Alistipes onderdonkii	GCA_000374505
159606	Alistipes onderdonkii subsp. vulgaris	GCA_006542645
164387	Alistipes onderdonkii subsp. vulgaris	GCA_006542725
14029	Alistipes putredinis	GCA_000154465
130658	Alistipes senegalensis	GCA_000312145
14032	Alistipes shahii	GCA_000210575
159529	Alistipes shahii	GCA_012844205
24536	Alistipes timonensis	GCA_000285455
131513	Alistipes timonensis	GCA_024623305
160423	Alkalibacillus aidingensis	GCA_014595945
23585	Alkalibacillus almallahensis	GCA_011761495
535	Alkalibacillus haloalkaliphilus	GCA_007991275
169895	Alkalibacter rhizosphaerae	GCA_017352215
5412	Alkalibacter saccharofermentans	GCA_900128885
22946	Alkalibacterium gilvum	GCA_900109085
2243	Alkalibacterium kapii	GCA_007988865
2242	Alkalibacterium olivapovliticum	GCA_003003275
2246	Alkalibacterium pelagium	GCA_007991315
