mag_id,substrate,completeness,contamination,contigs,total_length,gc,n50,domain,phylum,class,order,family,genus,species,group,study_catalog
MAG_432,dairy,98.84,1.94,128,4233264,62.24,57395,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp900169365,Actinobacteria,Du2023
MAG_434,dairy,99.14,0.86,63,3570490,54.23,88406,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas sp900163645,Proteobacteria,Du2023
MAG_435,dairy,99.86,1.29,71,4233793,53.03,99129,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas campaniensis,Proteobacteria,Du2023
MAG_436,dairy,96.53,0,54,3379317,59.62,112106,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Glutamicibacter,Glutamicibacter arilaitensis,Actinobacteria,Du2023
MAG_437,dairy,93.76,0.23,154,3289435,40.52,35781,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,unknown97,Proteobacteria,Du2023
MAG_438,dairy,100,0.51,171,3904018,39.89,43516,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas nigrifaciens,Proteobacteria,Du2023
MAG_440,dairy,97.27,0.79,196,4290616,55.14,43500,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Advenella,Advenella sp003533245,Proteobacteria,Du2023
MAG_445,dairy,96.96,1.66,102,4576661,44.05,70014,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio toranzoniae,Proteobacteria,Du2023
MAG_446,dairy,100,4.96,112,4751863,42.57,65037,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,Marinomonas sp000017285,Proteobacteria,Du2023
MAG_449,dairy,98.26,0.58,269,3719265,63.29,28220,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium aurantiacum,Actinobacteria,Du2023
MAG_454,dairy,96.23,1.25,75,3820370,40.42,98512,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio casei,Proteobacteria,Du2023
MAG_455,dairy,96.44,1.63,270,3423699,40.09,18475,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas nigrifaciens,Proteobacteria,Du2023
MAG_456,dairy,90.03,6.9,474,3254218,43.3,10857,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter cibarius,Proteobacteria,Du2023
MAG_457,dairy,96.51,0,136,3613854,63.22,52441,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium aurantiacum,Actinobacteria,Du2023
MAG_460,dairy,96.2,0,82,2443637,46.61,54549,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,Firmicutes,Du2023
MAG_462,dairy,96.71,0,236,3974541,63.05,33007,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium aurantiacum,Actinobacteria,Du2023
MAG_463,dairy,90.47,5.51,753,3312254,33.23,5282,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus equorum,Firmicutes,Du2023
MAG_466,dairy,94.6,0.65,90,1655752,50.64,24051,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,Firmicutes,Du2023
MAG_467,dairy,92.8,1.06,375,1863711,68.89,6536,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,Thermus parvatiensis,Deinococcus_Thermus,Du2023
MAG_469,dairy,98.79,0,48,2495530,67.39,76365,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium freudenreichii,Actinobacteria,Du2023
MAG_472,cocoa,94.84,5.64,291,3431943,61.67,16523,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Komagataeibacter,Komagataeibacter saccharivorans,Proteobacteria,Du2023
MAG_473,cocoa,91.54,3.17,394,2601891,57.67,8394,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Kozakia,Kozakia baliensis,Proteobacteria,Du2023
MAG_474,cocoa,94.88,2.14,100,1712385,33.77,62206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus cacaonum,Firmicutes,Du2023
MAG_475,cocoa,99.18,0,67,1869141,52.45,41742,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Firmicutes,Du2023
MAG_476,cocoa,93.72,0.82,300,1853423,52.64,7782,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Firmicutes,Du2023
MAG_477,cocoa,95.36,0.55,101,1738106,52.91,33780,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Firmicutes,Du2023
MAG_478,cocoa,98.17,1.28,186,2294212,36.69,21463,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus nagelii,Firmicutes,Du2023
MAG_479,cocoa,98.15,2.78,123,3087551,44.66,33841,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus plantarum,Firmicutes,Du2023
MAG_480,cocoa,98.69,9.69,91,2182107,37.61,49879,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus vini,Firmicutes,Du2023
MAG_481,cocoa,93.3,1.39,99,1938111,38.96,43551,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc pseudomesenteroides_A,Firmicutes,Du2023
MAG_482,cocoa,96.41,0.64,229,4562076,64.09,32646,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,unknown63,Proteobacteria,Du2023
MAG_483,soy,95.47,0.87,65,2876596,56.69,72162,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Yaniella,unknown17,Actinobacteria,Du2023
MAG_484,soy,97.24,2.47,393,3387228,54.98,13791,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,unknown10,Proteobacteria,Du2023
MAG_487,soy,99.77,0.68,36,3058553,68.94,189461,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,unknown14,Actinobacteria,Du2023
MAG_489,soy,96.17,3.19,201,2506286,34.68,18317,Bacteria,Firmicutes_F,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,unknown21,Firmicutes,Du2023
MAG_490,soy,97.02,1.63,84,4174964,45.86,96484,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sonorensis,Firmicutes,Du2023
MAG_491,soy,98.68,0,108,2254696,35.62,38753,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus halophilus,Firmicutes,Du2023
MAG_492,soy,99.14,1.78,74,3480362,60.73,92689,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Chromohalobacter,unknown9,Proteobacteria,Du2023
MAG_493,soy,99.38,2.77,121,3239899,45.94,88711,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,unknown13,Proteobacteria,Du2023
MAG_498,yoghurt,96.26,0,20,2676482,46.79,165750,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,Firmicutes,Du2023
MAG_500,yoghurt,99.18,0.14,119,3296849,46.7,47297,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_C,Bacillus_E,Bacillus_E coagulans_A,Firmicutes,Du2023
MAG_501,yoghurt,100,0,46,2288455,34.95,108756,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Firmicutes,Du2023
MAG_502,yoghurt,100,0,19,1924349,60.41,291706,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,Actinobacteria,Du2023
MAG_503,yoghurt,99.03,0,48,1814841,49.75,104841,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,Firmicutes,Du2023
MAG_505,fermented_beverages,92.27,1.27,272,2100045,43.32,9929,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,Loigolactobacillus coryniformis,Firmicutes,Du2023
MAG_508,fermented_beverages,91.25,5.42,169,2153565,44.47,17936,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus buchneri,Firmicutes,Du2023
MAG_511,fermented_beverages,91.82,4.64,373,2332683,46.2,8184,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus parafarraginis,Firmicutes,Du2023
MAG_516,fermented_beverages,90.57,4.03,252,2418130,46.83,12701,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,Firmicutes,Du2023
MAG_522,fermented_beverages,90.31,2.45,250,2032300,43.32,11738,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,Loigolactobacillus coryniformis,Firmicutes,Du2023
MAG_527,fermented_beverages,93.13,0,40,1305373,39.41,68517,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus hilgardii,Firmicutes,Du2023
MAG_528,fermented_beverages,95.5,2.75,169,2127072,53.68,17574,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus pantheris,Firmicutes,Du2023
MAG_529,fermented_beverages,99.09,0.91,38,3286820,69.14,145708,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus tibetensis,Proteobacteria,Du2023
MAG_532,fermented_beverages,90.39,3.42,422,1910339,43.92,4944,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus parabuchneri,Firmicutes,Du2023
MAG_541,fermented_beverages,92.5,0.63,34,1139670,34.41,57068,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus sanfranciscensis,Firmicutes,Du2023
MAG_542,fermented_beverages,99.42,1.96,364,4556770,56.13,19546,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,Ochrobactrum anthropi,Proteobacteria,Du2023
MAG_543,fermented_beverages,91.66,3.33,283,2266518,35.03,11103,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus paralimentarius,Firmicutes,Du2023
MAG_546,fermented_beverages,100,5.71,229,3257660,51.34,20858,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Kroppenstedtia,unknown69,Firmicutes,Du2023
MAG_547,fermented_beverages,93.09,4.01,556,3563996,66.46,9361,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,unknown67,Proteobacteria,Du2023
MAG_549,fermented_beverages,99.82,0.77,28,4281405,66.72,219000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,unknown66,Proteobacteria,Du2023
MAG_550,fermented_beverages,93.11,3.05,275,2804139,34.67,19643,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus crustorum,Firmicutes,Du2023
MAG_553,dairy,94.43,3.2,185,1895093,39.96,16097,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_G,Enterococcus_G italicus,Firmicutes,Du2023
MAG_554,dairy,93.35,1.87,191,2188059,38.44,17944,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_B,Enterococcus_B faecium,Firmicutes,Du2023
MAG_556,dairy,100,1.32,379,3206830,69.02,11820,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium acidipropionici,Actinobacteria,Du2023
MAG_558,dairy,96.66,1.69,211,2820496,37.62,23690,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,Firmicutes,Du2023
MAG_559,dairy,93.23,0.36,158,2019068,46.4,18287,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,Firmicutes,Du2023
MAG_560,dairy,92.15,2.01,182,1612467,39.01,12525,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus acidipiscis,Firmicutes,Du2023
MAG_575,chilli paste,95.13,0.64,140,2315695,46.12,29610,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,Firmicutes,Du2023
MAG_576,chilli paste,97.62,5.32,453,4898402,55.37,16733,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter himalayensis,Proteobacteria,Du2023
MAG_578,chilli paste,94.31,3.51,160,2266329,51.76,22805,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus suantsaii,Firmicutes,Du2023
MAG_580,chilli paste,99.03,2.89,363,5266593,51.76,26357,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,Proteobacteria,Du2023
MAG_584,dairy,95.97,0.88,433,3820885,46.47,12087,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,Firmicutes,Du2023
MAG_586,dairy,97.7,0.66,193,2676614,70.91,26567,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria salsicia,Actinobacteria,Du2023
MAG_587,dairy,99.06,1.99,149,2383770,41.86,33577,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus kefiri,Firmicutes,Du2023
MAG_592,bean paste,96.68,0.81,199,3599997,44.11,32618,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,Firmicutes,Du2023
MAG_593,bean paste,96.89,2.21,50,2898324,31.78,128860,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus_A,Staphylococcus_A lentus,Firmicutes,Du2023
MAG_594,bean paste,94.48,2.39,100,2589850,32.42,42529,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus_A,Staphylococcus_A sciuri,Firmicutes,Du2023
MAG_595,bean paste,90.63,1.93,253,2582832,33.38,17184,Bacteria,Firmicutes,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,unknown152,Firmicutes,Du2023
MAG_598,bean paste,99.55,0.6,120,2770992,37.56,42213,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,Firmicutes,Du2023
MAG_599,bean paste,98.95,1.93,54,2776312,32.99,115637,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus gallinarum,Firmicutes,Du2023
MAG_603,bean paste,95.2,0.92,188,2663885,32.37,25165,Bacteria,Firmicutes,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus fluvialis,Firmicutes,Du2023
MAG_605,bean paste,93.07,3.87,203,2740777,33.07,24319,Bacteria,Firmicutes,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,unknown150,Firmicutes,Du2023
MAG_606,bean paste,98.28,4.21,48,2569775,41.13,437497,Bacteria,Firmicutes,Bacilli,Staphylococcales,Salinicoccaceae,Jeotgalicoccus,Jeotgalicoccus nanhaiensis,Firmicutes,Du2023
MAG_608,bean paste,95.54,1.67,218,3069597,37.65,20452,Bacteria,Firmicutes,Bacilli,Bacillales,Caldibacillaceae,Bacillus_J,Bacillus_J thermoamylovorans,Firmicutes,Du2023
MAG_610,bean paste,97.14,8.07,354,3212400,38.46,20533,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_B,Enterococcus_B faecium_B,Firmicutes,Du2023
MAG_616,grains,94,3.43,424,2248259,42.7,8128,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus curvatus,Firmicutes,Du2023
MAG_618,dairy,98.27,1.18,252,4418055,55.31,24792,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter himalayensis,Proteobacteria,Du2023
MAG_619,dairy,98.55,0.58,146,3941753,62.29,47079,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp900169365,Actinobacteria,Du2023
MAG_620,dairy,99.42,1.26,130,3286708,42.75,39600,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp003530515,Proteobacteria,Du2023
MAG_621,dairy,96.8,0.58,245,3517843,63.22,23490,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium aurantiacum,Actinobacteria,Du2023
MAG_622,dairy,97.58,0.51,239,2939255,43.05,15525,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,unknown114,Proteobacteria,Du2023
MAG_624,dairy,94.64,2.91,242,2328928,34.96,13371,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Marinilactibacillus,Marinilactibacillus psychrotolerans,Firmicutes,Du2023
MAG_625,dairy,98.31,0.45,87,2910598,67.05,59024,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,unknown115,Actinobacteria,Du2023
MAG_626,dairy,92.7,0.55,255,2842680,42.1,15135,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,unknown117,Proteobacteria,Du2023
MAG_627,dairy,93.51,0.94,140,2155551,35.65,24054,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis_E,Firmicutes,Du2023
MAG_628,dairy,97.09,0.29,234,4032739,62.53,26740,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,unknown84,Actinobacteria,Du2023
MAG_629,dairy,96.59,1.38,167,3220377,68.67,32928,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,unknown99,Proteobacteria,Du2023
MAG_630,dairy,98.58,0,53,3925938,56.07,133105,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alcaligenes,Alcaligenes aquatilis,Proteobacteria,Du2023
MAG_632,dairy,93.17,0.88,208,3419742,39.78,23415,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,unknown94,Proteobacteria,Du2023
MAG_634,dairy,99.92,0.67,37,2489731,65.62,145022,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Agrococcus,Agrococcus casei,Actinobacteria,Du2023
MAG_635,dairy,93.9,1.16,253,3720003,63.28,19735,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium aurantiacum,Actinobacteria,Du2023
MAG_638,dairy,95.71,3.04,441,3659035,70.32,11075,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium alimentarium,Actinobacteria,Du2023
MAG_639,dairy,93.68,0.54,158,3177698,55.24,39708,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,unknown103,Proteobacteria,Du2023
MAG_641,dairy,98.06,0.51,79,2729594,68.69,54598,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium gubbeenense,Actinobacteria,Du2023
MAG_642,dairy,99.14,0.86,109,3718018,54.19,49657,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas sp900163645,Proteobacteria,Du2023
MAG_643,dairy,97.47,1.04,247,3054082,42.08,18423,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,unknown110,Proteobacteria,Du2023
MAG_644,dairy,90.15,1.65,270,3762890,63.65,19304,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,unknown88,Actinobacteria,Du2023
MAG_645,dairy,94.19,0,219,3342608,63.26,21076,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium aurantiacum,Actinobacteria,Du2023
MAG_648,dairy,92.27,0.58,317,3278537,63.25,13751,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium aurantiacum,Actinobacteria,Du2023
MAG_649,dairy,98.54,0.58,110,3874981,70.38,58834,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium alimentarium,Actinobacteria,Du2023
MAG_651,dairy,99.23,0.53,102,3107352,69.11,52308,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,unknown107,Actinobacteria,Du2023
MAG_652,dairy,91.23,1.75,370,3805871,70.37,14247,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp900163615,Actinobacteria,Du2023
MAG_653,dairy,95.28,4.17,272,2640116,33.03,12454,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus equorum_A,Firmicutes,Du2023
MortensenS_xxxx__WK004-1-L-48h-01G5_S38__bin.9,fermented_beverages,100,0.124378109,123,3288849,61.7,44723,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter_saccharivorans,Proteobacteria,Carlino2024
MortensenS_xxxx__WK004-2-L-48h-01G7_S40__bin.2,fermented_beverages,100,0,136,3206303,61.88,44834,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter_saccharivorans,Proteobacteria,Carlino2024
MortensenS_xxxx__WK060-1-L-48h-04H5_S39__bin.6,fermented_beverages,100,0.995024876,90,3236340,60.86,62745,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter_oxydans,Proteobacteria,Carlino2024
LeechJ_2020__ERS3967701__bin.5,fermented_beverages,100,0,36,3055951,60.94,166583,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter_oxydans,Proteobacteria,Carlino2024
MortensenS_xxxx__WK035-1-L-48h-03C9_S46__bin.2,fermented_beverages,100,0,42,2974383,61.09,124580,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter_oxydans,Proteobacteria,Carlino2024
MortensenS_xxxx__WK068-2-L-48h-05C7_S77__bin.2,fermented_beverages,100,0,47,3027871,60.97,112376,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter_oxydans,Proteobacteria,Carlino2024
LeechJ_2020__ERS3967692__bin.5,grains,100,0.995024876,27,3290950,57.53,195341,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter_malorum,Proteobacteria,Carlino2024
