mag_id,substrate,completeness,contamination,domain,phylum,class,order,family,genus,species,study_catalog,group
MASTER_WP4_UNINA_2__O-25.1__bin.16,dairy,98.6,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__O-26.1__bin.4,dairy,98.3,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__O-29__bin.7,dairy,91,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__O-29__bin.11,dairy,96.2,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__O-30__bin.13,dairy,96,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__O-30__bin.18,dairy,98.2,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__P-22__bin.15,dairy,71.8,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_marxianus,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__U-22__bin.7,dairy,92.2,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,unknown,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__V-25.1__bin.20,dairy,98.5,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__V-25.1__bin.8,dairy,98.6,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Teunomyces,Candida_sake,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__V-26.1__bin.16,dairy,96.6,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__V-26.1__bin.6,dairy,85.8,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Teunomyces,Candida_sake,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__V-29__bin.15,dairy,97.6,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__V-29__bin.22,dairy,98.5,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Teunomyces,Candida_sake,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__V-30__bin.10,dairy,98.2,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Teunomyces,Candida_sake,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__V-30__bin.11,dairy,52.5,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,Candida_zeylanoides,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__V-30__bin.15,dairy,88,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,unknown,unknown,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__V-30__bin.25,dairy,98.9,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MilaniC_2019__SRS3591582__bin.17,dairy,83.2,0.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Wickerhamiella,Wickerhamiella_pararugosa,Carlino2024,Ascomycota
MilaniC_2019__SRS3591582__bin.9,dairy,64,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_norvegensis,Carlino2024,Ascomycota
MortensenS_xxxx__WK001-1-L-08h-01F1_S25__bin.10,fermented_beverages,69.7,1.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK001-2-G-48h-01C4_S1__bin.7,fermented_beverages,74.8,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK001T-1-G-00h-05I5_S129__bin.1,fermented_beverages,91.8,2.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK001T-1-L-00h-05D3_S82__bin.3,fermented_beverages,98.1,2.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK001T-1-L-02h-05D7_S86__bin.2,fermented_beverages,97.8,2.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK001T-1-L-04h-05E2_S90__bin.9,fermented_beverages,97.1,2.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK001T-1-L-08h-05E6_S94__bin.6,fermented_beverages,98,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK001T-1-L-16h-05F1_S98__bin.4,fermented_beverages,95.6,2.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK001T-1-L-48h-05F9_S106__bin.1,fermented_beverages,51.8,1.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK001T-2-G-00h-05I6_S130__bin.4,fermented_beverages,91.1,2.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK001T-2-L-00h-05D4_S83__bin.4,fermented_beverages,98.3,2.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK001T-2-L-02h-05D8_S87__bin.5,fermented_beverages,97.3,2.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK001T-2-L-04h-05E3_S91__bin.2,fermented_beverages,98.4,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK001T-2-L-08h-05E7_S95__bin.3,fermented_beverages,96.5,2.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK001T-2-L-16h-05F2_S99__bin.6,fermented_beverages,95.3,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK003-2-G-48h-01C6_S3__bin.1,fermented_beverages,97.4,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK003-2-L-48h-01G3_S36__bin.9,fermented_beverages,69.6,0.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces_bruxellensis,Carlino2024,Ascomycota
MortensenS_xxxx__WK004-2-L-08h-01G6_S39__bin.9,fermented_beverages,60.6,1.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK005-1-L-08h-01G8_S41__bin.3,fermented_beverages,94.4,2.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK005-1-L-48h-01G9_S42__bin.5,fermented_beverages,85.7,2.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK005-2-G-48h-01C8_S5__bin.3,fermented_beverages,98,2.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK005-2-L-08h-01H1_S43__bin.2,fermented_beverages,76.4,1.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK005-2-L-48h-01H2_S44__bin.6,fermented_beverages,55.2,1.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK006-1-L-48h-01H4_S46__bin.2,fermented_beverages,83,0.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora_florentina,Carlino2024,Ascomycota
MortensenS_xxxx__WK006-2-G-48h-01C9_S6__bin.1,fermented_beverages,97.2,2.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK006-2-L-48h-01H6_S48__bin.1,fermented_beverages,86.7,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora_florentina,Carlino2024,Ascomycota
MortensenS_xxxx__WK007-1-L-08h-01H7_S49__bin.4,fermented_beverages,96.2,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora_florentina,Carlino2024,Ascomycota
MortensenS_xxxx__WK007-1-L-48h-01H8_S50__bin.2,fermented_beverages,99,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora_florentina,Carlino2024,Ascomycota
MortensenS_xxxx__WK007-2-G-48h-01D1_S7__bin.6,fermented_beverages,70.6,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora_florentina,Carlino2024,Ascomycota
MortensenS_xxxx__WK007-2-L-08h-01H9_S51__bin.8,fermented_beverages,99,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora_florentina,Carlino2024,Ascomycota
MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.1,fermented_beverages,99.1,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora_florentina,Carlino2024,Ascomycota
MortensenS_xxxx__WK009-2-G-48h-01D3_S9__bin.4,fermented_beverages,54.5,1.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK011-1-L-08h-02A5_S65__bin.8,fermented_beverages,59.2,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora_uvarum,Carlino2024,Ascomycota
MortensenS_xxxx__WK015-1-L-08h-02C3_S81__bin.4,fermented_beverages,94.7,2.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK015-2-G-48h-01D9_S15__bin.4,fermented_beverages,91.6,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK015-2-L-08h-02C5_S83__bin.4,fermented_beverages,85.8,2.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK016-1-L-08h-02C7_S85__bin.3,fermented_beverages,97.6,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora_florentina,Carlino2024,Ascomycota
MortensenS_xxxx__WK016-1-L-48h-02C8_S86__bin.7,fermented_beverages,99,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora_florentina,Carlino2024,Ascomycota
MortensenS_xxxx__WK016-2-G-48h-01E1_S16__bin.3,fermented_beverages,87.2,1.8,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK016-2-L-08h-02C9_S87__bin.8,fermented_beverages,73.1,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora_florentina,Carlino2024,Ascomycota
MortensenS_xxxx__WK016-2-L-48h-02D1_S88__bin.8,fermented_beverages,99.3,1.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora_florentina,Carlino2024,Ascomycota
MortensenS_xxxx__WK020-2-G-48h-01E5_S20__bin.3,fermented_beverages,54.9,0.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces_bruxellensis,Carlino2024,Ascomycota
MortensenS_xxxx__WK021-2-G-48h-01E6_S21__bin.3,fermented_beverages,81.5,1.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK022-1-L-08h-02F7_S112__bin.6,fermented_beverages,83,2.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK022-2-G-48h-01E7_S22__bin.6,fermented_beverages,88.1,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK024-1-L-08h-02G6_S120__bin.5,fermented_beverages,71.6,2.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK024-2-G-48h-01E9_S24__bin.4,fermented_beverages,90.8,1.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK024-2-L-08h-02G8_S122__bin.2,fermented_beverages,87,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK026-1-L-08h-02H8_S9__bin.1,fermented_beverages,76.2,1.8,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK026-1-L-48h-02H9_S10__bin.5,fermented_beverages,77.4,1.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK026-2-L-08h-02I1_S11__bin.6,fermented_beverages,68.3,1.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK027-1-L-08h-02I3_S13__bin.8,fermented_beverages,93.4,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK027-2-G-48h-04A3_S103__bin.3,fermented_beverages,93,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK027-2-L-08h-02I5_S15__bin.4,fermented_beverages,94.1,2.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK028-2-G-48h-04A4_S104__bin.7,fermented_beverages,53.7,0.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces_bruxellensis,Carlino2024,Ascomycota
MortensenS_xxxx__WK030-1-L-08h-03A6_S25__bin.8,fermented_beverages,98,2.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK030-1-L-48h-03A7_S26__bin.7,fermented_beverages,97.3,2.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK030-2-G-48h-04A6_S106__bin.5,fermented_beverages,97.5,2.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK030-2-L-08h-03A8_S27__bin.3,fermented_beverages,97.8,2.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK030-2-L-48h-03A9_S28__bin.3,fermented_beverages,89.7,2.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK031-1-L-08h-03B1_S29__bin.5,fermented_beverages,92.5,1.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK031-1-L-48h-03B2_S30__bin.4,fermented_beverages,69.6,1.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK031-2-G-48h-04A7_S107__bin.4,fermented_beverages,89.4,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK031-2-L-08h-03B3_S31__bin.3,fermented_beverages,91.1,2.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK031-2-L-48h-03B4_S32__bin.8,fermented_beverages,78.7,1.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK032-1-L-08h-03B5_S33__bin.3,fermented_beverages,89.3,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK032-1-L-48h-03B6_S34__bin.4,fermented_beverages,75.2,1.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK032-2-G-48h-04A8_S108__bin.2,fermented_beverages,90.3,1.8,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK032-2-L-08h-03B7_S35__bin.1,fermented_beverages,78.2,1.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK032-2-L-48h-03B8_S36__bin.7,fermented_beverages,65.6,1.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK033-1-L-08h-03B9_S37__bin.2,fermented_beverages,81,1.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin.5,fermented_beverages,51.8,1.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK033-2-L-08h-03C2_S39__bin.4,fermented_beverages,84,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK034-1-L-48h-03C5_S42__bin.4,fermented_beverages,62.4,0.8,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces_bruxellensis,Carlino2024,Ascomycota
MortensenS_xxxx__WK034-2-G-48h-04B1_S110__bin.3,fermented_beverages,83.2,1.8,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK035-1-L-08h-03C8_S45__bin.2,fermented_beverages,97.2,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea_fermentati,Carlino2024,Ascomycota
MortensenS_xxxx__WK035-1-L-08h-03C8_S45__bin.5,fermented_beverages,95.2,2.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK035-1-L-48h-03C9_S46__bin.4,fermented_beverages,94.2,1.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea_fermentati,Carlino2024,Ascomycota
MortensenS_xxxx__WK035-1-L-48h-03C9_S46__bin.5,fermented_beverages,90.9,3.6,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK035-2-G-48h-04B2_S111__bin.3,fermented_beverages,96.6,2.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK035-2-L-08h-03D1_S47__bin.7,fermented_beverages,90,3.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK035-2-L-08h-03D1_S47__bin.8,fermented_beverages,94.4,1.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea_fermentati,Carlino2024,Ascomycota
MortensenS_xxxx__WK035-2-L-48h-03D2_S48__bin.1,fermented_beverages,96.4,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea_fermentati,Carlino2024,Ascomycota
MortensenS_xxxx__WK035-2-L-48h-03D2_S48__bin.2,fermented_beverages,95.4,2.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK036-1-L-08h-03D3_S49__bin.3,fermented_beverages,88.2,1.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK036-1-L-48h-03D4_S50__bin.10,fermented_beverages,73.5,1.6,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK036-2-L-08h-03D5_S51__bin.1,fermented_beverages,85,1.8,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK036-2-L-48h-03D6_S52__bin.5,fermented_beverages,78.7,1.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MortensenS_xxxx__WK037-2-G-48h-04B4_S113__bin.1,fermented_beverages,81.8,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces_bruxellensis,Carlino2024,Ascomycota
MortensenS_xxxx__WK038-1-L-08h-03E2_S57__bin.1,fermented_beverages,95.7,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
