mag_id	original_substrate	substrate_category	specific_substrate	source	completeness	contamination	domain	phylum	class	order	family	genus	species	study_catalog	group
MAG_135	chinese liquor	fermented_beverages	chinese liquor	NA	95.56	0.34	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helveticus	Du2023	Firmicutes
MAG_136	coffee 	coffee 	coffee	NA	61.77	3.4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia cowanii	Du2023	Proteobacteria
MAG_137	cheese 	dairy	cheese	NA	98.02	0.6	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	unknown102	Du2023	Proteobacteria
MAG_138	chinese liquor	fermented_beverages	chinese liquor	NA	61.47	0.47	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc lactis	Du2023	Firmicutes
MAG_139	bean paste	bean paste	bean paste	NA	98.27	9.95	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	Du2023	Firmicutes
MAG_140	coffee 	coffee 	coffee	NA	84.26	4.7	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	unknown49	Du2023	Proteobacteria
MAG_141	cheese 	dairy	cheese	NA	56.4	1.6	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus	Du2023	Firmicutes
MAG_142	nunu	dairy	nunu	NA	85.27	5.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	Du2023	Firmicutes
MAG_143	wine	fermented_beverages	wine	NA	58.11	1.24	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	unknown8	Du2023	Proteobacteria
MAG_144	milk kefir	milk kefir	kefir	NA	85.36	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helveticus	Du2023	Firmicutes
MAG_145	cheese 	dairy	cheese	NA	71.27	10	Bacteria	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Oceanobacillus	unknown91	Du2023	Firmicutes
MAG_146	coffee 	coffee 	coffee	NA	67.87	2.88	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter orientalis	Du2023	Proteobacteria
MAG_147	cheese 	dairy	cheese	NA	96.18	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus petauri	Du2023	Firmicutes
MAG_148	kombucha	fermented_beverages	kombucha	NA	59.07	7.43	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	unknown38	Du2023	Proteobacteria
MAG_149	coffee 	coffee 	coffee	NA	71.34	0.7	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	unknown59	Du2023	Firmicutes
MAG_150	chinese liquor	fermented_beverages	chinese liquor	NA	81.51	5.54	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	Du2023	Proteobacteria
MAG_151	milk kefir	milk kefir	kefir	NA	97.73	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	Du2023	Firmicutes
MAG_152	coffee 	coffee 	coffee	NA	54.16	3.24	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc fallax	Du2023	Firmicutes
MAG_153	cheese 	dairy	cheese	NA	59.48	7.68	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas prydzensis	Du2023	Proteobacteria
MAG_154	yoghurt	yoghurt	yogurt	NA	66.08	3.39	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	Du2023	Firmicutes
MAG_155	cheese 	dairy	cheese	NA	99.44	1.53	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus equorum	Du2023	Firmicutes
MAG_156	koumiss	dairy	koumiss	NA	79.14	1.97	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	Du2023	Firmicutes
MAG_157	sourdough	grains	sourdough	NA	90.84	4.11	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	Du2023	Firmicutes
MAG_158	cheese 	dairy	cheese	NA	94.29	3.84	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus	Loigolactobacillus coryniformis	Du2023	Firmicutes
MAG_159	soy sauce	soy	soy sauce	NA	93.53	3.53	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas halodenitrificans	Du2023	Proteobacteria
MAG_160	kombucha	fermented_beverages	kombucha	NA	52.75	0.87	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	unknown39	Du2023	Proteobacteria
MAG_161	soy sauce	soy	soy sauce	NA	99.57	0.31	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	unknown12	Du2023	Proteobacteria
MAG_162	yoghurt	yoghurt	yogurt	NA	98.42	0.32	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus	Du2023	Firmicutes
MAG_163	bean paste	bean paste	bean paste	NA	99.45	1.66	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus nepalensis	Du2023	Firmicutes
MAG_164	kombucha	fermented_beverages	kombucha	NA	69.56	1.64	Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	Du2023	Actinobacteria
MAG_165	nunu	dairy	nunu	NA	93.74	1.1	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus_B	Macrococcus_B caseolyticus	Du2023	Firmicutes
MAG_166	kimchi	fruits_and_vegetables	kimchi	NA	71.37	3.8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus curvatus	Du2023	Firmicutes
MAG_167	cheese 	dairy	cheese	NA	93	0.87	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium aurantiacum	Du2023	Actinobacteria
MAG_168	koumiss	dairy	koumiss	NA	81.43	2.37	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	Du2023	Firmicutes
MAG_169	cheese 	dairy	cheese	NA	97.93	0.92	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	Du2023	Firmicutes
MAG_170	cheese 	dairy	cheese	NA	87.85	2.9	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter sp003542795	Du2023	Proteobacteria
MAG_171	coffee 	coffee 	coffee	NA	82.61	1.96	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter sp002153485	Du2023	Proteobacteria
MAG_172	cheese 	dairy	cheese	NA	87.24	8.85	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium gubbeenense	Du2023	Actinobacteria
MAG_173	wine	fermented_beverages	wine	NA	76.86	1.15	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp003521145	Du2023	Firmicutes
MAG_174	cheese 	dairy	cheese	NA	84.29	2.28	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus paracasei	Du2023	Firmicutes
MAG_175	cheese 	dairy	cheese	NA	98.95	0.59	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus versmoldensis	Du2023	Firmicutes
MAG_176	cheese 	dairy	cheese	NA	97.61	0.71	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	unknown120	Du2023	Proteobacteria
MAG_177	soy sauce	soy	soy sauce	NA	99.34	0.33	Bacteria	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Paraliobacillus	unknown19	Du2023	Firmicutes
MAG_178	koumiss	dairy	koumiss	NA	100	0.75	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parauberis	Du2023	Firmicutes
MAG_179	chinese liquor	fermented_beverages	chinese liquor	NA	90.03	3.23	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	Du2023	Firmicutes
MAG_180	cheese 	dairy	cheese	NA	52.87	6.41	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus carnosus	Du2023	Firmicutes
MAG_181	kimchi	fruits_and_vegetables	kimchi	NA	92.91	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus fermentum	Du2023	Firmicutes
MAG_182	coffee 	coffee 	coffee	NA	66.87	4.77	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum_A	Ochrobactrum_A pseudogrignonense	Du2023	Proteobacteria
MAG_183	bean paste	bean paste	bean paste	NA	95.53	2.68	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia adecarboxylata	Du2023	Proteobacteria
MAG_184	soy sauce	soy	soy sauce	NA	66.32	1.83	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Natronincolaceae	Alkaliphilus_B	unknown22	Du2023	Firmicutes
MAG_185	koumiss	dairy	koumiss	NA	91.37	2.65	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	Rothia sp002418375	Du2023	Actinobacteria
MAG_186	bean paste	bean paste	bean paste	NA	69.29	4.81	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_C	Bacillus_U	Bacillus_U oleronius	Du2023	Firmicutes
MAG_187	chinese liquor	fermented_beverages	chinese liquor	NA	63.53	1.88	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus pantheris	Du2023	Firmicutes
MAG_188	soy sauce	soy	soy sauce	NA	97.18	0	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Clostridiisalibacteraceae	Clostridiisalibacter	Clostridiisalibacter paucivorans	Du2023	Firmicutes
MAG_189	cheese 	dairy	cheese	NA	57.47	1.72	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	Du2023	Firmicutes
MAG_190	coffee 	coffee 	coffee	NA	88.32	2.44	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter sp002153485	Du2023	Proteobacteria
MAG_191	cheese 	dairy	cheese	NA	68.18	0.29	Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	Vagococcus sp003462485	Du2023	Firmicutes
MAG_192	chinese liquor	fermented_beverages	chinese liquor	NA	97.67	0.46	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus acidilactici	Du2023	Firmicutes
MAG_193	chinese liquor	fermented_beverages	chinese liquor	NA	92.34	3.67	Bacteria	Firmicutes	Bacilli	Bacillales	Caldibacillaceae	Bacillus_J	Bacillus_J thermoamylovorans	Du2023	Firmicutes
MAG_194	bean paste	bean paste	bean paste	NA	86.98	3.81	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	Rummeliibacillus stabekisii	Du2023	Firmicutes
MAG_195	kimchi	fruits_and_vegetables	kimchi	NA	64.05	1.17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella koreensis	Du2023	Firmicutes
MAG_196	bean paste	bean paste	bean paste	NA	100	0.22	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	unknown145	Du2023	Proteobacteria
MAG_197	yoghurt	yoghurt	yogurt	NA	55.89	0.57	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Ewingella	unknown1	Du2023	Proteobacteria
MAG_198	chinese liquor	fermented_beverages	chinese liquor	NA	83.3	3.08	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus sp004010095	Du2023	Firmicutes
MAG_199	coffee 	coffee 	coffee	NA	83.1	4.92	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	unknown50	Du2023	Proteobacteria
MAG_200	coffee 	coffee 	coffee	NA	52.23	8.62	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Tatumella	unknown47	Du2023	Proteobacteria
MAG_201	chinese liquor	fermented_beverages	chinese liquor	NA	86.77	1.46	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	Du2023	Firmicutes
MAG_202	bean paste	bean paste	bean paste	NA	63.71	1.72	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_D	Enterococcus_D casseliflavus	Du2023	Firmicutes
MAG_203	chinese liquor	fermented_beverages	chinese liquor	NA	93.83	3.28	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus_G	Lactobacillus_G sp004359375	Du2023	Firmicutes
MAG_204	yoghurt	yoghurt	yogurt	NA	88.5	2.05	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus raffinolactis_A	Du2023	Firmicutes
MAG_205	nunu	dairy	nunu	NA	62.25	1.32	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	Rothia kristinae	Du2023	Actinobacteria
MAG_206	cheese 	dairy	cheese	NA	93.31	0	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium casei	Du2023	Actinobacteria
MAG_207	milk kefir	milk kefir	kefir	NA	100	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc mesenteroides	Du2023	Firmicutes
MAG_208	chinese liquor	fermented_beverages	chinese liquor	NA	94.51	3.54	Bacteria	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cacaoi	Du2023	Actinobacteria
MAG_209	cheese 	dairy	cheese	NA	66.88	1.72	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis_E	Du2023	Firmicutes
MAG_210	chilli paste	chilli paste	chilli paste	NA	88.14	1.37	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	Du2023	Firmicutes
MAG_211	coffee 	coffee 	coffee	NA	62.9	9.39	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas sp003086775	Du2023	Proteobacteria
MAG_212	sourdough	grains	sourdough	NA	92.7	1.37	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	Du2023	Firmicutes
MAG_213	kimchi	fruits_and_vegetables	kimchi	NA	54.35	7.39	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus curvatus	Du2023	Firmicutes
MAG_214	bean paste	bean paste	bean paste	NA	97.23	2.46	Bacteria	Firmicutes	Bacilli	Bacillales	Domibacillaceae	Bacillus_O	Bacillus_O smithii	Du2023	Firmicutes
MAG_215	cheese 	dairy	cheese	NA	91.98	1.67	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	unknown95	Du2023	Bacteroidetes
MAG_216	cheese 	dairy	cheese	NA	97.91	1.31	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus futsaii	Du2023	Firmicutes
MAG_217	kimchi	fruits_and_vegetables	kimchi	NA	69.36	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus curvatus	Du2023	Firmicutes
MAG_218	coffee 	coffee 	coffee	NA	80.32	5.89	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc pseudomesenteroides_A	Du2023	Firmicutes
MAG_219	cheese 	dairy	cheese	NA	50.16	7.05	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter himalayensis	Du2023	Proteobacteria
MAG_220	chinese liquor	fermented_beverages	chinese liquor	NA	53.97	2.83	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Dermabacteraceae	Brachybacterium	unknown72	Du2023	Actinobacteria
MAG_221	bean paste	bean paste	bean paste	NA	89.81	2.45	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus	Loigolactobacillus rennini	Du2023	Firmicutes
MAG_222	cheese 	dairy	cheese	NA	59.39	8.49	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia_A	unknown108	Du2023	Firmicutes
MAG_223	cheese 	dairy	cheese	NA	92.39	0.82	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	Paucilactobacillus nenjiangensis	Du2023	Firmicutes
MAG_224	bean paste	bean paste	bean paste	NA	92.09	3.75	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus	Du2023	Firmicutes
MAG_225	cheese 	dairy	cheese	NA	63.42	2.29	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus otakiensis	Du2023	Firmicutes
MAG_226	cheese 	dairy	cheese	NA	91.86	2.06	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium variabile	Du2023	Actinobacteria
MAG_227	cheese 	dairy	cheese	NA	67.58	9.79	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter piscatorii	Du2023	Proteobacteria
MAG_228	cheese 	dairy	cheese	NA	53.3	1.06	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	Du2023	Firmicutes
MAG_229	coffee 	coffee 	coffee	NA	71.2	9.58	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum_A	Ochrobactrum_A pseudogrignonense	Du2023	Proteobacteria
MAG_230	coffee 	coffee 	coffee	NA	67.99	4.17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	Du2023	Firmicutes
MAG_231	bean paste	bean paste	bean paste	NA	69.2	3.53	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_D	Enterococcus_D casseliflavus	Du2023	Firmicutes
MAG_232	bean paste	bean paste	bean paste	NA	90.38	2.53	Bacteria	Firmicutes	Bacilli	Bacillales	Caldibacillaceae	Bacillus_J	Bacillus_J thermoamylovorans	Du2023	Firmicutes
MAG_233	cheese 	dairy	cheese	NA	59.33	9.04	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	unknown140	Du2023	Proteobacteria
MAG_234	cheese 	dairy	cheese	NA	60.63	4.37	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Dermabacteraceae	Brachybacterium	Brachybacterium sp900163615	Du2023	Actinobacteria
MAG_235	coffee 	coffee 	coffee	NA	80.3	3.05	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	Du2023	Firmicutes
MAG_236	koumiss	dairy	koumiss	NA	57.37	1.25	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella_A	unknown31	Du2023	Proteobacteria
MAG_237	koumiss	dairy	koumiss	NA	96.13	1.57	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus_B	Macrococcus_B caseolyticus	Du2023	Firmicutes
MAG_238	milk kefir	milk kefir	kefir	NA	98.46	0.22	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium casei	Du2023	Actinobacteria
MAG_239	cheese 	dairy	cheese	NA	93.15	0.45	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium variabile	Du2023	Actinobacteria
MAG_240	cheese 	dairy	cheese	NA	89.77	3.41	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium casei	Du2023	Actinobacteria
MAG_241	cheese 	dairy	cheese	NA	50	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	Du2023	Firmicutes
MAG_242	chinese liquor	fermented_beverages	chinese liquor	NA	57.38	4.39	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans	Du2023	Proteobacteria
MAG_243	cheese 	dairy	cheese	NA	75.86	6.9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis_E	Du2023	Firmicutes
MAG_244	cheese 	dairy	cheese	NA	75.66	0.89	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	Du2023	Firmicutes
MAG_245	cheese 	dairy	cheese	NA	62.31	5.29	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	unknown92	Du2023	Proteobacteria
MAG_246	cocoa	cocoa	cocoa	NA	66.76	3.07	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus sakei	Du2023	Firmicutes
MAG_247	koumiss	dairy	koumiss	NA	86.64	2.59	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter himalayensis	Du2023	Proteobacteria
MAG_248	milk kefir	milk kefir	kefir	NA	78.74	1.36	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc mesenteroides	Du2023	Firmicutes
MAG_249	chinese liquor	fermented_beverages	chinese liquor	NA	74.88	8.49	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella paramesenteroides	Du2023	Firmicutes
MAG_250	cocoa	cocoa	cocoa	NA	58.06	3.16	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	Du2023	Proteobacteria
MAG_251	cocoa	cocoa	cocoa	NA	90.43	8.65	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	Du2023	Proteobacteria
MAG_252	cocoa	cocoa	cocoa	NA	94.93	2.49	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter senegalensis	Du2023	Proteobacteria
MAG_253	cocoa	cocoa	cocoa	NA	91.09	1.78	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter senegalensis	Du2023	Proteobacteria
MAG_254	cocoa	cocoa	cocoa	NA	57.06	3.77	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_C	Bacillus_E	unknown65	Du2023	Firmicutes
MAG_255	cocoa	cocoa	cocoa	NA	89.56	0.92	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	Du2023	Firmicutes
MAG_256	cocoa	cocoa	cocoa	NA	100	0.76	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	unknown64	Du2023	Proteobacteria
MAG_257	cheese 	dairy	cheese	NA	87.14	2.26	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus raffinolactis_A	Du2023	Firmicutes
MAG_258	cheese 	dairy	cheese	NA	99.07	2.78	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum	Du2023	Firmicutes
MAG_259	cheese 	dairy	cheese	NA	95.99	0.89	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio toranzoniae	Du2023	Proteobacteria
MAG_260	cheese 	dairy	cheese	NA	100	0.86	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas sp900163645	Du2023	Proteobacteria
MAG_261	cheese 	dairy	cheese	NA	96.74	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus curvatus	Du2023	Firmicutes
MAG_262	cheese 	dairy	cheese	NA	87.52	2.5	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus equorum	Du2023	Firmicutes
MAG_263	chinese liquor	fermented_beverages	chinese liquor	NA	73.41	1.2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	Du2023	Firmicutes
