study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_strategy	read_count	experiment_title	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title	bam_ftp
PRJEB39163	SAMEA7032271	ERX4259986	ERR4311343	870726	food metagenome	11442.G75802	AMPLICON	526513	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75802	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311343/ERR4311343.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311343/11442.G75802.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311343	qiita_sid_11442:11442.G75802	11442.G75802	
PRJEB39163	SAMEA7032276	ERX4259991	ERR4311348	1154581	food fermentation metagenome	11442.G75818	AMPLICON	777266	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75818	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4311348/ERR4311348.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311348/11442.G75818.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4311348	qiita_sid_11442:11442.G75818	11442.G75818	
PRJEB39163	SAMEA7032277	ERX4259992	ERR4311349	1154581	food fermentation metagenome	11442.G75819	AMPLICON	1011468	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75819	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4311349/ERR4311349.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311349/11442.G75819.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4311349	qiita_sid_11442:11442.G75819	11442.G75819	
PRJEB39163	SAMEA7032278	ERX4259993	ERR4311350	1154581	food fermentation metagenome	11442.G75820	AMPLICON	763053	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75820	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4311350/ERR4311350.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311350/11442.G75820.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4311350	qiita_sid_11442:11442.G75820	11442.G75820	
PRJEB39163	SAMEA7032281	ERX4259996	ERR4311353	1154581	food fermentation metagenome	11442.G75823	AMPLICON	48218	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75823	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311353/ERR4311353.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311353/11442.G75823.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311353	qiita_sid_11442:11442.G75823	11442.G75823	
PRJEB39163	SAMEA7032282	ERX4259997	ERR4311354	1154581	food fermentation metagenome	11442.G75824	AMPLICON	352931	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75824	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4311354/ERR4311354.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311354/11442.G75824.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4311354	qiita_sid_11442:11442.G75824	11442.G75824	
PRJEB39163	SAMEA7032284	ERX4259999	ERR4311356	1154581	food fermentation metagenome	11442.G75826	AMPLICON	284777	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75826	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/006/ERR4311356/ERR4311356.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311356/11442.G75826.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/006/ERR4311356	qiita_sid_11442:11442.G75826	11442.G75826	
PRJEB39163	SAMEA7032286	ERX4260001	ERR4311358	870726	food metagenome	11442.G75828	AMPLICON	694413	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75828	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4311358/ERR4311358.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311358/11442.G75828.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4311358	qiita_sid_11442:11442.G75828	11442.G75828	
PRJEB39163	SAMEA7032287	ERX4260002	ERR4311359	870726	food metagenome	11442.G75829	AMPLICON	474540	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75829	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4311359/ERR4311359.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311359/11442.G75829.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4311359	qiita_sid_11442:11442.G75829	11442.G75829	
PRJEB39163	SAMEA7032288	ERX4260003	ERR4311360	870726	food metagenome	11442.G75830	AMPLICON	547746	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75830	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4311360/ERR4311360.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311360/11442.G75830.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4311360	qiita_sid_11442:11442.G75830	11442.G75830	
PRJEB39163	SAMEA7032291	ERX4260006	ERR4311363	1154581	food fermentation metagenome	11442.G75833	AMPLICON	722026	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75833	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311363/ERR4311363.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311363/11442.G75833.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311363	qiita_sid_11442:11442.G75833	11442.G75833	
PRJEB39163	SAMEA7032296	ERX4260011	ERR4311368	870726	food metagenome	11442.G75844	AMPLICON	7134	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75844	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4311368/ERR4311368.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311368/11442.G75844.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4311368	qiita_sid_11442:11442.G75844	11442.G75844	
PRJEB39163	SAMEA7032300	ERX4260015	ERR4311372	1154581	food fermentation metagenome	11442.G75849	AMPLICON	531974	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75849	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4311372/ERR4311372.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311372/11442.G75849.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4311372	qiita_sid_11442:11442.G75849	11442.G75849	
PRJEB39163	SAMEA7032305	ERX4260020	ERR4311377	1154581	food fermentation metagenome	11442.G75854	AMPLICON	542320	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75854	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4311377/ERR4311377.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311377/11442.G75854.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/007/ERR4311377	qiita_sid_11442:11442.G75854	11442.G75854	
PRJEB39163	SAMEA7032310	ERX4260025	ERR4311382	1154581	food fermentation metagenome	11442.G75859	AMPLICON	5897	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75859	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4311382/ERR4311382.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311382/11442.G75859.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4311382	qiita_sid_11442:11442.G75859	11442.G75859	
PRJEB39163	SAMEA7032311	ERX4260026	ERR4311383	1154581	food fermentation metagenome	11442.G75860	AMPLICON	4558	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G75860	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311383/ERR4311383.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311383/11442.G75860.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311383	qiita_sid_11442:11442.G75860	11442.G75860	
PRJEB39163	SAMEA7032319	ERX4260034	ERR4311391	870726	food metagenome	11442.G78873	AMPLICON	252169	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G78873	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4311391/ERR4311391.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311391/11442.G78873.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4311391	qiita_sid_11442:11442.G78873	11442.G78873	
PRJEB39163	SAMEA7032331	ERX4260046	ERR4311403	870726	food metagenome	11442.G79184	AMPLICON	18819	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79184	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311403/ERR4311403.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311403/11442.G79184.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311403	qiita_sid_11442:11442.G79184	11442.G79184	
PRJEB39163	SAMEA7032332	ERX4260047	ERR4311404	870726	food metagenome	11442.G79196	AMPLICON	8507	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79196	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4311404/ERR4311404.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311404/11442.G79196.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4311404	qiita_sid_11442:11442.G79196	11442.G79196	
PRJEB39163	SAMEA7032336	ERX4260051	ERR4311408	1154581	food fermentation metagenome	11442.G79207	AMPLICON	17846	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79207	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4311408/ERR4311408.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311408/11442.G79207.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4311408	qiita_sid_11442:11442.G79207	11442.G79207	
PRJEB39163	SAMEA7032338	ERX4260053	ERR4311410	870726	food metagenome	11442.G79225	AMPLICON	512971	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79225	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4311410/ERR4311410.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311410/11442.G79225.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4311410	qiita_sid_11442:11442.G79225	11442.G79225	
PRJEB39163	SAMEA7032342	ERX4260057	ERR4311414	1154581	food fermentation metagenome	11442.G79249	AMPLICON	239550	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79249	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4311414/ERR4311414.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311414/11442.G79249.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4311414	qiita_sid_11442:11442.G79249	11442.G79249	
PRJEB39163	SAMEA7032343	ERX4260058	ERR4311415	870726	food metagenome	11442.G79259	AMPLICON	29508	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79259	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4311415/ERR4311415.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311415/11442.G79259.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4311415	qiita_sid_11442:11442.G79259	11442.G79259	
PRJEB39163	SAMEA7032349	ERX4260064	ERR4311421	870726	food metagenome	11442.G79317	AMPLICON	447587	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79317	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4311421/ERR4311421.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311421/11442.G79317.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4311421	qiita_sid_11442:11442.G79317	11442.G79317	
PRJEB39163	SAMEA7032354	ERX4260069	ERR4311426	870726	food metagenome	11442.G79322	AMPLICON	672518	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79322	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/006/ERR4311426/ERR4311426.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311426/11442.G79322.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/006/ERR4311426	qiita_sid_11442:11442.G79322	11442.G79322	
PRJEB39163	SAMEA7032360	ERX4260075	ERR4311432	870726	food metagenome	11442.G79328	AMPLICON	330144	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79328	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4311432/ERR4311432.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311432/11442.G79328.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4311432	qiita_sid_11442:11442.G79328	11442.G79328	
PRJEB39163	SAMEA7032362	ERX4260077	ERR4311434	870726	food metagenome	11442.G79330	AMPLICON	246141	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79330	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4311434/ERR4311434.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311434/11442.G79330.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4311434	qiita_sid_11442:11442.G79330	11442.G79330	
PRJEB39163	SAMEA7032363	ERX4260078	ERR4311435	870726	food metagenome	11442.G79331	AMPLICON	146617	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79331	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4311435/ERR4311435.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311435/11442.G79331.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4311435	qiita_sid_11442:11442.G79331	11442.G79331	
PRJEB39163	SAMEA7032366	ERX4260081	ERR4311438	870726	food metagenome	11442.G79334	AMPLICON	411532	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79334	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4311438/ERR4311438.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311438/11442.G79334.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4311438	qiita_sid_11442:11442.G79334	11442.G79334	
PRJEB39163	SAMEA7032371	ERX4260086	ERR4311443	870726	food metagenome	11442.G79339	AMPLICON	655414	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79339	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311443/ERR4311443.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311443/11442.G79339.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311443	qiita_sid_11442:11442.G79339	11442.G79339	
PRJEB39163	SAMEA7032375	ERX4260090	ERR4311447	870726	food metagenome	11442.G79343	AMPLICON	370085	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79343	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4311447/ERR4311447.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311447/11442.G79343.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/007/ERR4311447	qiita_sid_11442:11442.G79343	11442.G79343	
PRJEB39163	SAMEA7032378	ERX4260093	ERR4311450	870726	food metagenome	11442.G79346	AMPLICON	5554	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79346	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4311450/ERR4311450.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311450/11442.G79346.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4311450	qiita_sid_11442:11442.G79346	11442.G79346	
PRJEB39163	SAMEA7032380	ERX4260095	ERR4311452	870726	food metagenome	11442.G79348	AMPLICON	8007	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4311452/ERR4311452.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311452/11442.G79348.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4311452	qiita_sid_11442:11442.G79348	11442.G79348	
PRJEB39163	SAMEA7032381	ERX4260096	ERR4311453	870726	food metagenome	11442.G79349	AMPLICON	422599	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79349	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311453/ERR4311453.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311453/11442.G79349.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311453	qiita_sid_11442:11442.G79349	11442.G79349	
PRJEB39163	SAMEA7032384	ERX4260099	ERR4311456	870726	food metagenome	11442.G79352	AMPLICON	2053	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79352	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/006/ERR4311456/ERR4311456.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311456/11442.G79352.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/006/ERR4311456	qiita_sid_11442:11442.G79352	11442.G79352	
PRJEB39163	SAMEA7032386	ERX4260101	ERR4311458	870726	food metagenome	11442.G79354	AMPLICON	18809	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79354	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4311458/ERR4311458.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311458/11442.G79354.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4311458	qiita_sid_11442:11442.G79354	11442.G79354	
PRJEB39163	SAMEA7032389	ERX4260104	ERR4311461	1154581	food fermentation metagenome	11442.G79486	AMPLICON	901653	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79486	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4311461/ERR4311461.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311461/11442.G79486.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4311461	qiita_sid_11442:11442.G79486	11442.G79486	
PRJEB39163	SAMEA7032394	ERX4260109	ERR4311466	1154581	food fermentation metagenome	11442.G79683	AMPLICON	330665	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79683	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/006/ERR4311466/ERR4311466.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311466/11442.G79683.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/006/ERR4311466	qiita_sid_11442:11442.G79683	11442.G79683	
PRJEB39163	SAMEA7032397	ERX4260112	ERR4311469	1154581	food fermentation metagenome	11442.G79686	AMPLICON	714671	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79686	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4311469/ERR4311469.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311469/11442.G79686.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4311469	qiita_sid_11442:11442.G79686	11442.G79686	
PRJEB39163	SAMEA7032401	ERX4260116	ERR4311473	1154581	food fermentation metagenome	11442.G79701	AMPLICON	850849	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79701	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311473/ERR4311473.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311473/11442.G79701.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311473	qiita_sid_11442:11442.G79701	11442.G79701	
PRJEB39163	SAMEA7032402	ERX4260117	ERR4311474	1154581	food fermentation metagenome	11442.G79702	AMPLICON	822988	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79702	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4311474/ERR4311474.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311474/11442.G79702.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4311474	qiita_sid_11442:11442.G79702	11442.G79702	
PRJEB39163	SAMEA7032403	ERX4260118	ERR4311475	1154581	food fermentation metagenome	11442.G79703	AMPLICON	452168	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79703	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4311475/ERR4311475.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311475/11442.G79703.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4311475	qiita_sid_11442:11442.G79703	11442.G79703	
PRJEB39163	SAMEA7032404	ERX4260119	ERR4311476	870726	food metagenome	11442.G79710	AMPLICON	17614	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79710	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/006/ERR4311476/ERR4311476.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311476/11442.G79710.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/006/ERR4311476	qiita_sid_11442:11442.G79710	11442.G79710	
PRJEB39163	SAMEA7032406	ERX4260121	ERR4311478	1154581	food fermentation metagenome	11442.G79716	AMPLICON	281018	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79716	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4311478/ERR4311478.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311478/11442.G79716.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4311478	qiita_sid_11442:11442.G79716	11442.G79716	
PRJEB39163	SAMEA7032407	ERX4260122	ERR4311479	1154581	food fermentation metagenome	11442.G79717	AMPLICON	625923	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79717	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4311479/ERR4311479.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311479/11442.G79717.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4311479	qiita_sid_11442:11442.G79717	11442.G79717	
PRJEB39163	SAMEA7032409	ERX4260124	ERR4311481	1154581	food fermentation metagenome	11442.G79719	AMPLICON	586037	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79719	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4311481/ERR4311481.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311481/11442.G79719.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4311481	qiita_sid_11442:11442.G79719	11442.G79719	
PRJEB39163	SAMEA7032417	ERX4260132	ERR4311489	1154581	food fermentation metagenome	11442.G79733	AMPLICON	593364	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79733	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4311489/ERR4311489.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311489/11442.G79733.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4311489	qiita_sid_11442:11442.G79733	11442.G79733	
PRJEB39163	SAMEA7032420	ERX4260134	ERR4311491	1154581	food fermentation metagenome	11442.G79738	AMPLICON	103828	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79738	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4311491/ERR4311491.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311491/11442.G79738.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4311491	qiita_sid_11442:11442.G79738	11442.G79738	
PRJEB39163	SAMEA7032421	ERX4260135	ERR4311492	1154581	food fermentation metagenome	11442.G79739	AMPLICON	513241	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79739	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4311492/ERR4311492.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311492/11442.G79739.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4311492	qiita_sid_11442:11442.G79739	11442.G79739	
PRJEB39163	SAMEA7032422	ERX4260136	ERR4311493	1154581	food fermentation metagenome	11442.G79740	AMPLICON	542239	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G79740	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311493/ERR4311493.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311493/11442.G79740.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311493	qiita_sid_11442:11442.G79740	11442.G79740	
PRJEB39163	SAMEA7032428	ERX4260142	ERR4311499	870726	food metagenome	11442.G83231	AMPLICON	5178	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G83231	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4311499/ERR4311499.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311499/11442.G83231.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4311499	qiita_sid_11442:11442.G83231	11442.G83231	
PRJEB39163	SAMEA7032432	ERX4260146	ERR4311503	870726	food metagenome	11442.G83251	AMPLICON	6090	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G83251	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311503/ERR4311503.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311503/11442.G83251.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311503	qiita_sid_11442:11442.G83251	11442.G83251	
